CMDLINE /home/ubuntu/anaconda3/envs/sansa/bin/python experiments/memory/amazonbook/run_experiment_mrf_0.py
MEM 40588.496094 1683547311.8735
MEM 40588.496094 1683547311.9737
MEM 40588.496094 1683547312.0738
MEM 40588.496094 1683547312.1740
MEM 40588.496094 1683547312.2742
MEM 40588.496094 1683547312.3743
MEM 40588.496094 1683547312.4745
MEM 40588.496094 1683547312.5746
MEM 40588.496094 1683547312.6748
MEM 40588.496094 1683547312.7749
MEM 40588.496094 1683547312.8751
MEM 40588.496094 1683547312.9752
MEM 40588.496094 1683547313.0754
MEM 40588.496094 1683547313.1755
MEM 32586.808594 1683547313.2757
MEM 32586.808594 1683547313.3758
MEM 32587.140625 1683547313.4760
MEM 32587.140625 1683547313.5761
MEM 32587.140625 1683547313.6763
MEM 32587.394531 1683547313.7765
MEM 32587.394531 1683547313.8766
MEM 32587.394531 1683547313.9768
MEM 32587.394531 1683547314.0770
MEM 32587.652344 1683547314.1771
MEM 32587.652344 1683547314.2773
MEM 32587.652344 1683547314.3774
MEM 32587.652344 1683547314.4776
MEM 32587.910156 1683547314.5778
MEM 32587.910156 1683547314.6779
MEM 32587.910156 1683547314.7781
MEM 32588.167969 1683547314.8782
MEM 32588.167969 1683547314.9784
MEM 32588.167969 1683547315.0785
MEM 32588.167969 1683547315.1787
MEM 32588.425781 1683547315.2789
MEM 32588.425781 1683547315.3790
MEM 32588.425781 1683547315.4792
MEM 32588.425781 1683547315.5793
MEM 32588.683594 1683547315.6795
MEM 32588.683594 1683547315.7797
MEM 32588.683594 1683547315.8798
MEM 32588.941406 1683547315.9800
MEM 32588.941406 1683547316.0801
MEM 32588.941406 1683547316.1803
MEM 32588.941406 1683547316.2804
MEM 32589.199219 1683547316.3806
MEM 32589.199219 1683547316.4807
MEM 32589.199219 1683547316.5809
MEM 32589.457031 1683547316.6810
MEM 32589.457031 1683547316.7812
MEM 32589.457031 1683547316.8814
MEM 32589.457031 1683547316.9815
MEM 32589.714844 1683547317.0817
MEM 32589.714844 1683547317.1818
MEM 32589.714844 1683547317.2820
MEM 32589.714844 1683547317.3821
MEM 32589.972656 1683547317.4823
MEM 32589.972656 1683547317.5824
MEM 32589.972656 1683547317.6826
MEM 32590.230469 1683547317.7828
MEM 32590.230469 1683547317.8829
MEM 32590.230469 1683547317.9831
MEM 32590.230469 1683547318.0832
MEM 32590.488281 1683547318.1834
MEM 32590.488281 1683547318.2836
MEM 32590.488281 1683547318.3838
MEM 32590.488281 1683547318.4839
MEM 32590.746094 1683547318.5841
MEM 32590.746094 1683547318.6842
MEM 32590.746094 1683547318.7844
MEM 32591.003906 1683547318.8845
MEM 32591.003906 1683547318.9847
MEM 32591.003906 1683547319.0848
MEM 32591.003906 1683547319.1850
MEM 32591.261719 1683547319.2851
MEM 32591.261719 1683547319.3853
MEM 32591.261719 1683547319.4855
MEM 32591.261719 1683547319.5856
MEM 32591.519531 1683547319.6858
MEM 32591.519531 1683547319.7859
MEM 32591.519531 1683547319.8861
MEM 32591.777344 1683547319.9863
MEM 32591.777344 1683547320.0864
MEM 32591.777344 1683547320.1866
MEM 32591.777344 1683547320.2868
MEM 32592.035156 1683547320.3869
MEM 32592.035156 1683547320.4871
MEM 32592.035156 1683547320.5873
MEM 32592.292969 1683547320.6874
MEM 32592.292969 1683547320.7876
MEM 32592.292969 1683547320.8877
MEM 32592.292969 1683547320.9879
MEM 32592.550781 1683547321.0880
MEM 32592.550781 1683547321.1882
MEM 32592.550781 1683547321.2883
MEM 32592.550781 1683547321.3885
MEM 32592.808594 1683547321.4887
MEM 32592.808594 1683547321.5888
MEM 32592.808594 1683547321.6890
MEM 32593.066406 1683547321.7892
MEM 32593.066406 1683547321.8893
MEM 32593.066406 1683547321.9895
MEM 32593.066406 1683547322.0896
MEM 32593.324219 1683547322.1898
MEM 32593.324219 1683547322.2899
MEM 32593.324219 1683547322.3901
MEM 32593.582031 1683547322.4903
MEM 32593.582031 1683547322.5904
MEM 32593.582031 1683547322.6906
MEM 32593.582031 1683547322.7908
MEM 32593.839844 1683547322.8910
MEM 32593.839844 1683547322.9911
MEM 32593.839844 1683547323.0913
MEM 32593.839844 1683547323.1914
MEM 32594.097656 1683547323.2916
MEM 32594.097656 1683547323.3917
MEM 32594.097656 1683547323.4919
MEM 32594.355469 1683547323.5920
MEM 32594.355469 1683547323.6922
MEM 32594.355469 1683547323.7924
MEM 32594.355469 1683547323.8925
MEM 32594.613281 1683547323.9927
MEM 32594.613281 1683547324.0928
MEM 32594.613281 1683547324.1930
MEM 32594.871094 1683547324.2931
MEM 32594.871094 1683547324.3933
MEM 32594.871094 1683547324.4935
MEM 32594.871094 1683547324.5936
MEM 32595.128906 1683547324.6938
MEM 32595.128906 1683547324.7940
MEM 32595.128906 1683547324.8941
MEM 32595.386719 1683547324.9943
MEM 32595.386719 1683547325.0945
MEM 32599.484375 1683547325.1947
MEM 32601.546875 1683547325.2950
MEM 32604.125000 1683547325.3953
MEM 32606.960938 1683547325.4955
MEM 32609.796875 1683547325.5957
MEM 32614.437500 1683547325.6960
MEM 32617.531250 1683547325.7962
MEM 32624.492188 1683547325.8964
MEM 32628.359375 1683547325.9965
MEM 32633.515625 1683547326.0968
MEM 32636.867188 1683547326.1970
MEM 32642.281250 1683547326.2972
MEM 32645.890625 1683547326.3973
MEM 32655.687500 1683547326.4975
MEM 32659.039062 1683547326.5977
MEM 32666.000000 1683547326.6978
MEM 32668.578125 1683547326.7980
MEM 32671.156250 1683547326.8981
MEM 32673.363281 1683547326.9983
MEM 32675.425781 1683547327.0984
MEM 32677.230469 1683547327.1986
MEM 32679.292969 1683547327.2987
MEM 32680.839844 1683547327.3989
MEM 32682.644531 1683547327.4990
MEM 32684.250000 1683547327.5992
MEM 32690.179688 1683547327.6993
MEM 32691.726562 1683547327.7995
MEM 32693.273438 1683547327.8996
MEM 32694.304688 1683547327.9998
MEM 32695.593750 1683547328.0999
MEM 32696.625000 1683547328.2001
MEM 32697.398438 1683547328.3003
MEM 32698.429688 1683547328.4004
MEM 32699.203125 1683547328.5006
MEM 32699.718750 1683547328.6007
MEM 32700.492188 1683547328.7009
MEM 32701.007812 1683547328.8011
MEM 32701.523438 1683547328.9012
MEM 32702.039062 1683547329.0014
MEM 32702.554688 1683547329.1016
MEM 32703.070312 1683547329.2017
MEM 32703.585938 1683547329.3019
MEM 32703.843750 1683547329.4020
MEM 32704.101562 1683547329.5022
MEM 32704.617188 1683547329.6023
MEM 32704.875000 1683547329.7025
MEM 32705.132812 1683547329.8026
MEM 32705.390625 1683547329.9028
MEM 32705.906250 1683547330.0029
MEM 32706.164062 1683547330.1031
MEM 32706.421875 1683547330.2032
MEM 32713.250000 1683547330.3034
MEM 32713.250000 1683547330.4036
MEM 32721.242188 1683547330.5038
MEM 32736.320312 1683547330.6039
MEM 32753.003906 1683547330.7041
MEM 32763.175781 1683547330.8043
MEM 32766.527344 1683547330.9045
MEM 683.402344 1683547331.0047
MEM 683.402344 1683547331.1049
MEM 593.800781 1683547331.2051
MEM 593.800781 1683547331.3053
MEM 602.863281 1683547331.4055
MEM 770.957031 1683547331.5057
MEM 961.867188 1683547331.6059
MEM 1138.523438 1683547331.7061
MEM 1306.523438 1683547331.8062
MEM 1474.523438 1683547331.9064
MEM 1644.523438 1683547332.0065
MEM 1812.523438 1683547332.1067
MEM 1982.523438 1683547332.2068
MEM 2152.523438 1683547332.3070
MEM 2320.523438 1683547332.4071
MEM 594.339844 1683547332.5073
MEM 594.339844 1683547332.6074
MEM 594.339844 1683547332.7076
MEM 594.339844 1683547332.8078
MEM 614.679688 1683547332.9081
MEM 680.679688 1683547333.0083
MEM 869.398438 1683547333.1085
MEM 1053.839844 1683547333.2088
MEM 1223.839844 1683547333.3090
MEM 1393.839844 1683547333.4091
MEM 1563.839844 1683547333.5093
MEM 1733.839844 1683547333.6094
MEM 1903.839844 1683547333.7096
MEM 2073.839844 1683547333.8097
MEM 2243.839844 1683547333.9099
MEM 2413.125000 1683547334.0100
MEM 594.722656 1683547334.1102
MEM 594.722656 1683547334.2103
MEM 594.722656 1683547334.3105
MEM 604.519531 1683547334.4108
MEM 631.718750 1683547334.5110
MEM 827.398438 1683547334.6112
MEM 1025.398438 1683547334.7114
MEM 1197.582031 1683547334.8116
MEM 1367.582031 1683547334.9118
MEM 1539.582031 1683547335.0119
MEM 1709.582031 1683547335.1121
MEM 1879.582031 1683547335.2122
MEM 2049.582031 1683547335.3124
MEM 2219.582031 1683547335.4126
MEM 2389.582031 1683547335.5127
MEM 594.722656 1683547335.6129
MEM 594.722656 1683547335.7130
MEM 594.722656 1683547335.8132
MEM 599.621094 1683547335.9135
MEM 626.820312 1683547336.0137
MEM 776.738281 1683547336.1139
MEM 972.031250 1683547336.2141
MEM 1152.832031 1683547336.3143
MEM 1322.832031 1683547336.4145
MEM 1492.832031 1683547336.5147
MEM 1662.832031 1683547336.6148
MEM 1832.832031 1683547336.7150
MEM 2002.832031 1683547336.8151
MEM 2172.832031 1683547336.9153
MEM 2344.832031 1683547337.0154
MEM 594.722656 1683547337.1156
MEM 594.722656 1683547337.2157
MEM 594.722656 1683547337.3159
MEM 594.722656 1683547337.4161
MEM 615.476562 1683547337.5163
MEM 696.171875 1683547337.6165
MEM 893.785156 1683547337.7167
MEM 1088.835938 1683547337.8169
MEM 1258.835938 1683547337.9171
MEM 1428.835938 1683547338.0172
MEM 1600.835938 1683547338.1174
MEM 1770.835938 1683547338.2176
MEM 1940.835938 1683547338.3177
MEM 2110.835938 1683547338.4179
MEM 2282.835938 1683547338.5180
MEM 2452.835938 1683547338.6182
MEM 594.722656 1683547338.7184
MEM 594.722656 1683547338.8185
MEM 594.722656 1683547338.9187
MEM 607.226562 1683547339.0189
MEM 634.296875 1683547339.1192
MEM 819.921875 1683547339.2194
MEM 1013.667969 1683547339.3196
MEM 1192.660156 1683547339.4198
MEM 1362.660156 1683547339.5200
MEM 1534.660156 1683547339.6201
MEM 1704.660156 1683547339.7203
MEM 1876.660156 1683547339.8204
MEM 2046.660156 1683547339.9206
MEM 2216.660156 1683547340.0207
MEM 2388.660156 1683547340.1209
MEM 594.722656 1683547340.2210
MEM 594.722656 1683547340.3212
MEM 594.722656 1683547340.4213
MEM 594.722656 1683547340.5216
MEM 621.019531 1683547340.6218
MEM 726.593750 1683547340.7220
MEM 918.664062 1683547340.8222
MEM 1110.011719 1683547340.9224
MEM 1280.011719 1683547341.0226
MEM 1452.011719 1683547341.1227
MEM 1622.011719 1683547341.2229
MEM 1792.011719 1683547341.3230
MEM 1964.011719 1683547341.4232
MEM 2136.011719 1683547341.5233
MEM 2306.011719 1683547341.6235
MEM 2478.011719 1683547341.7236
MEM 594.722656 1683547341.8238
MEM 594.722656 1683547341.9239
MEM 594.722656 1683547342.0241
MEM 606.968750 1683547342.1243
MEM 634.167969 1683547342.2246
MEM 835.519531 1683547342.3248
MEM 1040.093750 1683547342.4250
MEM 1225.628906 1683547342.5251
MEM 1395.628906 1683547342.6253
MEM 1567.628906 1683547342.7255
MEM 1739.628906 1683547342.8256
MEM 1909.628906 1683547342.9258
MEM 2081.628906 1683547343.0259
MEM 2253.628906 1683547343.1261
MEM 2423.628906 1683547343.2262
MEM 594.722656 1683547343.3264
MEM 594.722656 1683547343.4265
MEM 594.722656 1683547343.5267
MEM 594.722656 1683547343.6269
MEM 618.957031 1683547343.7271
MEM 723.113281 1683547343.8273
MEM 918.664062 1683547343.9275
MEM 1114.214844 1683547344.0277
MEM 1290.421875 1683547344.1278
MEM 1460.421875 1683547344.2280
MEM 1632.421875 1683547344.3281
MEM 1804.421875 1683547344.4283
MEM 1976.421875 1683547344.5284
MEM 2148.421875 1683547344.6286
MEM 2318.421875 1683547344.7287
MEM 2490.421875 1683547344.8289
MEM 594.722656 1683547344.9290
MEM 594.722656 1683547345.0292
MEM 594.722656 1683547345.1293
MEM 599.363281 1683547345.2296
MEM 626.562500 1683547345.3298
MEM 780.734375 1683547345.4300
MEM 985.179688 1683547345.5302
MEM 1184.957031 1683547345.6304
MEM 1356.957031 1683547345.7305
MEM 1528.957031 1683547345.8307
MEM 1700.957031 1683547345.9308
MEM 1872.957031 1683547346.0310
MEM 2044.957031 1683547346.1312
MEM 2214.957031 1683547346.2313
MEM 2386.957031 1683547346.3315
MEM 2540.308594 1683547346.4317
MEM 594.722656 1683547346.5318
MEM 594.722656 1683547346.6320
MEM 594.722656 1683547346.7322
MEM 609.804688 1683547346.8324
MEM 644.738281 1683547346.9326
MEM 842.867188 1683547347.0328
MEM 1040.867188 1683547347.1329
MEM 1230.804688 1683547347.2331
MEM 1400.804688 1683547347.3332
MEM 1574.804688 1683547347.4334
MEM 1746.804688 1683547347.5335
MEM 1918.804688 1683547347.6337
MEM 2090.804688 1683547347.7338
MEM 2260.804688 1683547347.8340
MEM 2432.804688 1683547347.9341
MEM 1992.414062 1683547348.0343
MEM 594.722656 1683547348.1344
MEM 594.722656 1683547348.2347
MEM 594.722656 1683547348.3349
MEM 617.667969 1683547348.4352
MEM 694.496094 1683547348.5353
MEM 887.082031 1683547348.6355
MEM 1080.312500 1683547348.7356
MEM 1263.066406 1683547348.8358
MEM 1433.066406 1683547348.9360
MEM 1605.066406 1683547349.0361
MEM 1777.066406 1683547349.1363
MEM 1949.066406 1683547349.2364
MEM 2123.066406 1683547349.3366
MEM 2295.066406 1683547349.4367
MEM 2467.066406 1683547349.5369
MEM 594.722656 1683547349.6370
MEM 594.722656 1683547349.7372
MEM 594.722656 1683547349.8374
MEM 595.882812 1683547349.9376
MEM 622.953125 1683547350.0378
MEM 737.292969 1683547350.1380
MEM 932.457031 1683547350.2382
MEM 1127.878906 1683547350.3383
MEM 1306.351562 1683547350.4385
MEM 1478.351562 1683547350.5386
MEM 1650.351562 1683547350.6388
MEM 1822.351562 1683547350.7390
MEM 1994.351562 1683547350.8391
MEM 2166.351562 1683547350.9393
MEM 2338.351562 1683547351.0394
MEM 2510.351562 1683547351.1396
MEM 594.722656 1683547351.2398
MEM 594.722656 1683547351.3400
MEM 594.722656 1683547351.4401
MEM 600.265625 1683547351.5404
MEM 627.335938 1683547351.6405
MEM 766.812500 1683547351.7407
MEM 960.042969 1683547351.8409
MEM 1153.531250 1683547351.9410
MEM 1328.652344 1683547352.0412
MEM 1500.652344 1683547352.1414
MEM 1672.652344 1683547352.2415
MEM 1844.652344 1683547352.3417
MEM 2016.652344 1683547352.4418
MEM 2188.652344 1683547352.5420
MEM 2360.652344 1683547352.6421
MEM 2532.652344 1683547352.7424
MEM 594.722656 1683547352.8426
MEM 594.722656 1683547352.9428
MEM 594.722656 1683547353.0429
MEM 604.390625 1683547353.1432
MEM 631.460938 1683547353.2434
MEM 795.429688 1683547353.3436
MEM 987.886719 1683547353.4438
MEM 1179.937500 1683547353.5439
MEM 1351.937500 1683547353.6441
MEM 1523.937500 1683547353.7442
MEM 1695.937500 1683547353.8444
MEM 1867.937500 1683547353.9445
MEM 2039.937500 1683547354.0447
MEM 2211.937500 1683547354.1448
MEM 2383.937500 1683547354.2451
MEM 2555.937500 1683547354.3453
MEM 594.722656 1683547354.4455
MEM 594.722656 1683547354.5456
MEM 594.722656 1683547354.6459
MEM 613.414062 1683547354.7461
MEM 655.953125 1683547354.8462
MEM 850.085938 1683547354.9464
MEM 1044.347656 1683547355.0466
MEM 1228.656250 1683547355.1468
MEM 1400.656250 1683547355.2469
MEM 1572.656250 1683547355.3471
MEM 1744.656250 1683547355.4472
MEM 1916.656250 1683547355.5474
MEM 2088.656250 1683547355.6475
MEM 2260.656250 1683547355.7478
MEM 2432.656250 1683547355.8480
MEM 594.726562 1683547355.9481
MEM 594.726562 1683547356.0483
MEM 594.726562 1683547356.1484
MEM 596.917969 1683547356.2487
MEM 623.988281 1683547356.3489
MEM 734.074219 1683547356.4491
MEM 930.656250 1683547356.5493
MEM 1127.496094 1683547356.6494
MEM 1302.785156 1683547356.7496
MEM 1474.785156 1683547356.8497
MEM 1646.785156 1683547356.9499
MEM 1818.785156 1683547357.0500
MEM 1990.785156 1683547357.1502
MEM 2162.785156 1683547357.2504
MEM 2334.785156 1683547357.3507
MEM 2504.785156 1683547357.4508
MEM 594.726562 1683547357.5510
MEM 594.726562 1683547357.6511
MEM 594.726562 1683547357.7513
MEM 594.726562 1683547357.8516
MEM 621.925781 1683547357.9518
MEM 718.734375 1683547358.0519
MEM 916.605469 1683547358.1521
MEM 1114.605469 1683547358.2523
MEM 1289.523438 1683547358.3525
MEM 1461.523438 1683547358.4526
MEM 1633.523438 1683547358.5528
MEM 1805.523438 1683547358.6529
MEM 1975.523438 1683547358.7531
MEM 2147.523438 1683547358.8533
MEM 2319.523438 1683547358.9535
MEM 2491.523438 1683547359.0537
MEM 594.726562 1683547359.1538
MEM 594.726562 1683547359.2540
MEM 594.726562 1683547359.3542
MEM 608.519531 1683547359.4544
MEM 635.718750 1683547359.5546
MEM 810.644531 1683547359.6548
MEM 1002.585938 1683547359.7550
MEM 1188.761719 1683547359.8551
MEM 1360.761719 1683547359.9553
MEM 1530.761719 1683547360.0554
MEM 1702.761719 1683547360.1556
MEM 1874.761719 1683547360.2558
MEM 2046.761719 1683547360.3560
MEM 2218.761719 1683547360.4562
MEM 2390.761719 1683547360.5564
MEM 2076.152344 1683547360.6565
MEM 594.726562 1683547360.7567
MEM 594.726562 1683547360.8568
MEM 594.726562 1683547360.9570
MEM 620.765625 1683547361.0572
MEM 705.328125 1683547361.1574
MEM 897.011719 1683547361.2576
MEM 1089.082031 1683547361.3578
MEM 1265.636719 1683547361.4580
MEM 1435.636719 1683547361.5581
MEM 1607.636719 1683547361.6583
MEM 1779.636719 1683547361.7585
MEM 1951.636719 1683547361.8587
MEM 2123.636719 1683547361.9589
MEM 2295.636719 1683547362.0591
MEM 2467.636719 1683547362.1592
MEM 594.726562 1683547362.2594
MEM 594.726562 1683547362.3595
MEM 594.726562 1683547362.4597
MEM 607.230469 1683547362.5599
MEM 634.300781 1683547362.6601
MEM 797.753906 1683547362.7603
MEM 990.984375 1683547362.8605
MEM 1177.539062 1683547362.9606
MEM 1349.539062 1683547363.0608
MEM 1521.539062 1683547363.1609
MEM 1693.539062 1683547363.2611
MEM 1865.539062 1683547363.3614
MEM 2037.539062 1683547363.4616
MEM 2209.539062 1683547363.5617
MEM 2381.539062 1683547363.6619
MEM 2066.929688 1683547363.7620
MEM 594.726562 1683547363.8622
MEM 594.726562 1683547363.9624
MEM 594.726562 1683547364.0626
MEM 621.925781 1683547364.1628
MEM 712.417969 1683547364.2630
MEM 909.257812 1683547364.3632
MEM 1107.128906 1683547364.4634
MEM 1280.835938 1683547364.5635
MEM 1452.835938 1683547364.6637
MEM 1624.835938 1683547364.7638
MEM 1796.835938 1683547364.8641
MEM 1968.835938 1683547364.9643
MEM 2140.835938 1683547365.0644
MEM 2312.835938 1683547365.1646
MEM 2482.835938 1683547365.2647
MEM 594.726562 1683547365.3649
MEM 594.726562 1683547365.4650
MEM 594.726562 1683547365.5652
MEM 610.582031 1683547365.6655
MEM 637.781250 1683547365.7657
MEM 823.277344 1683547365.8658
MEM 1016.378906 1683547365.9660
MEM 1200.707031 1683547366.0662
MEM 1372.707031 1683547366.1663
MEM 1544.707031 1683547366.2665
MEM 1716.707031 1683547366.3668
MEM 1888.707031 1683547366.4670
MEM 2060.707031 1683547366.5671
MEM 2232.707031 1683547366.6673
MEM 2404.707031 1683547366.7674
MEM 594.726562 1683547366.8676
MEM 594.726562 1683547366.9677
MEM 594.726562 1683547367.0679
MEM 596.273438 1683547367.1682
MEM 623.472656 1683547367.2683
MEM 723.375000 1683547367.3685
MEM 918.796875 1683547367.4687
MEM 1114.347656 1683547367.5689
MEM 1286.464844 1683547367.6690
MEM 1458.464844 1683547367.7692
MEM 1630.464844 1683547367.8694
MEM 1802.464844 1683547367.9696
MEM 1972.464844 1683547368.0698
MEM 2144.464844 1683547368.1699
MEM 2316.464844 1683547368.2701
MEM 2488.464844 1683547368.3703
MEM 594.726562 1683547368.4704
MEM 594.726562 1683547368.5706
MEM 594.726562 1683547368.6708
MEM 612.515625 1683547368.7710
MEM 641.132812 1683547368.8712
MEM 837.585938 1683547368.9714
MEM 1034.296875 1683547369.0715
MEM 1215.726562 1683547369.1717
MEM 1387.726562 1683547369.2718
MEM 1557.726562 1683547369.3721
MEM 1729.726562 1683547369.4723
MEM 1901.726562 1683547369.5725
MEM 2071.726562 1683547369.6726
MEM 2243.726562 1683547369.7728
MEM 2415.726562 1683547369.8729
MEM 594.726562 1683547369.9731
MEM 594.726562 1683547370.0732
MEM 594.726562 1683547370.1734
MEM 604.136719 1683547370.2737
MEM 631.207031 1683547370.3738
MEM 773.132812 1683547370.4740
MEM 967.007812 1683547370.5742
MEM 1152.832031 1683547370.6744
MEM 1324.832031 1683547370.7745
MEM 1494.832031 1683547370.8748
MEM 1666.832031 1683547370.9750
MEM 1836.832031 1683547371.0751
MEM 2008.832031 1683547371.1753
MEM 2180.832031 1683547371.2754
MEM 2350.832031 1683547371.3756
MEM 1996.339844 1683547371.4758
MEM 594.726562 1683547371.5759
MEM 594.726562 1683547371.6761
MEM 608.003906 1683547371.7763
MEM 635.074219 1683547371.8765
MEM 760.625000 1683547371.9767
MEM 928.625000 1683547372.0769
MEM 1096.625000 1683547372.1770
MEM 594.726562 1683547372.2772
MEM 558.406250 1683547372.3774
MEM 558.406250 1683547372.4776
